alert_id,alert_type,is_sar,tran_id,orig_acct,bene_acct,tx_type,base_amt,tran_timestamp 
749,cycle,True,170210,392,534,TRANSFER,143.76,2017-02-22T00:00:00Z
258,fan_in,True,170580,99407,51602,TRANSFER,227.56,2017-02-22T00:00:00Z
715,cycle,True,170780,91864,43369,TRANSFER,263.02,2017-02-22T00:00:00Z
269,fan_in,True,171621,97571,607,TRANSFER,473.6,2017-02-22T00:00:00Z
579,fan_out,True,171690,51081,88830,TRANSFER,158.18,2017-02-22T00:00:00Z
202,fan_in,True,171746,45626,390,TRANSFER,730.39,2017-02-22T00:00:00Z
163,fan_in,True,172019,60612,50341,TRANSFER,454.42,2017-02-22T00:00:00Z
22,fan_in,True,172535,77255,3189,TRANSFER,288.3,2017-02-22T00:00:00Z
92,fan_in,True,172609,29763,50147,TRANSFER,878.8,2017-02-22T00:00:00Z
690,cycle,True,172690,77935,77325,TRANSFER,802.33,2017-02-22T00:00:00Z
534,fan_out,True,173366,719,98860,TRANSFER,220.15,2017-02-23T00:00:00Z
537,fan_out,True,173508,2243,31962,TRANSFER,465.19,2017-02-23T00:00:00Z
429,fan_out,True,173569,918,14048,TRANSFER,692.9,2017-02-23T00:00:00Z
246,fan_in,True,174573,42852,51221,TRANSFER,760.36,2017-02-23T00:00:00Z
559,fan_out,True,174598,50090,22751,TRANSFER,956.21,2017-02-23T00:00:00Z
769,cycle,True,174734,1841,15106,TRANSFER,839.1,2017-02-23T00:00:00Z
749,cycle,True,174802,22411,52795,TRANSFER,426.36,2017-02-23T00:00:00Z
749,cycle,True,174803,52795,392,TRANSFER,921.09,2017-02-23T00:00:00Z
13,fan_in,True,174921,85604,52540,TRANSFER,899.18,2017-02-23T00:00:00Z
101,fan_in,True,174973,75098,1670,TRANSFER,660.67,2017-02-23T00:00:00Z
578,fan_out,True,176248,2280,89396,TRANSFER,973.91,2017-02-24T00:00:00Z
429,fan_out,True,176330,918,50271,TRANSFER,341.67,2017-02-24T00:00:00Z
520,fan_out,True,176518,2911,91879,TRANSFER,947.42,2017-02-24T00:00:00Z
715,cycle,True,176646,47731,52311,TRANSFER,924.69,2017-02-24T00:00:00Z
715,cycle,True,176647,52311,89035,TRANSFER,458.44,2017-02-24T00:00:00Z
117,fan_in,True,176674,33406,537,TRANSFER,527.18,2017-02-24T00:00:00Z
2,fan_in,True,176995,10585,50987,TRANSFER,893.33,2017-02-24T00:00:00Z
558,fan_out,True,176998,5224,5003,TRANSFER,370.03,2017-02-24T00:00:00Z
267,fan_in,True,177027,98912,53695,TRANSFER,324.03,2017-02-24T00:00:00Z
307,fan_out,True,177222,53637,84531,TRANSFER,449.8,2017-02-24T00:00:00Z
902,cycle,True,177229,51262,76505,TRANSFER,971.13,2017-02-24T00:00:00Z
146,fan_in,True,177254,21594,193,TRANSFER,951.31,2017-02-24T00:00:00Z
241,fan_in,True,177325,54527,53828,TRANSFER,285.26,2017-02-24T00:00:00Z
203,fan_in,True,177566,50079,50019,TRANSFER,281.42,2017-02-24T00:00:00Z
692,cycle,True,177653,3749,91077,TRANSFER,885.86,2017-02-24T00:00:00Z
505,fan_out,True,177755,1703,84172,TRANSFER,859.25,2017-02-24T00:00:00Z
686,cycle,True,177984,1924,78877,TRANSFER,424.83,2017-02-24T00:00:00Z
573,fan_out,True,178143,1993,71230,TRANSFER,157.7,2017-02-24T00:00:00Z
286,fan_in,True,178316,96535,5222,TRANSFER,699.31,2017-02-24T00:00:00Z
7,fan_in,True,178776,83528,3361,TRANSFER,833.91,2017-02-24T00:00:00Z
172,fan_in,True,178815,57451,52138,TRANSFER,974.73,2017-02-24T00:00:00Z
405,fan_out,True,178868,53683,2368,TRANSFER,513.1,2017-02-24T00:00:00Z
467,fan_out,True,178952,3331,97877,TRANSFER,136.66,2017-02-24T00:00:00Z
467,fan_out,True,178953,3331,89165,TRANSFER,136.66,2017-02-24T00:00:00Z
472,fan_out,True,178957,2498,79666,TRANSFER,421.93,2017-02-24T00:00:00Z
569,fan_out,True,179077,3298,56074,TRANSFER,935.92,2017-02-24T00:00:00Z
599,fan_out,True,179423,1080,12596,TRANSFER,144.16,2017-02-24T00:00:00Z
715,cycle,True,179520,84007,47731,TRANSFER,591.3,2017-02-25T00:00:00Z
715,cycle,True,179521,30817,28177,TRANSFER,371.41,2017-02-25T00:00:00Z
749,cycle,True,179757,71136,22411,TRANSFER,767.52,2017-02-25T00:00:00Z
58,fan_in,True,180057,38247,3275,TRANSFER,616.92,2017-02-25T00:00:00Z
692,cycle,True,180400,93616,52197,TRANSFER,654.01,2017-02-25T00:00:00Z
692,cycle,True,180401,38939,43104,TRANSFER,542.71,2017-02-25T00:00:00Z
569,fan_out,True,180412,3298,51795,TRANSFER,856.76,2017-02-25T00:00:00Z
410,fan_out,True,180481,52280,23106,TRANSFER,516.02,2017-02-25T00:00:00Z
335,fan_out,True,180679,3850,71221,TRANSFER,604.29,2017-02-25T00:00:00Z
588,fan_out,True,180965,707,91645,TRANSFER,862.48,2017-02-25T00:00:00Z
251,fan_in,True,181430,21984,51318,TRANSFER,201.03,2017-02-25T00:00:00Z
108,fan_in,True,181724,86938,51030,TRANSFER,421.36,2017-02-25T00:00:00Z
265,fan_in,True,181927,362,508,TRANSFER,498.14,2017-02-25T00:00:00Z
161,fan_in,True,182033,45581,2936,TRANSFER,314.03,2017-02-25T00:00:00Z
89,fan_in,True,182712,33333,52491,TRANSFER,682.25,2017-02-26T00:00:00Z
518,fan_out,True,182761,3347,5069,TRANSFER,670.76,2017-02-26T00:00:00Z
75,fan_in,True,183269,43861,895,TRANSFER,496.34,2017-02-26T00:00:00Z
281,fan_in,True,183401,5975,50608,TRANSFER,431.95,2017-02-26T00:00:00Z
769,cycle,True,183514,13869,1841,TRANSFER,573.19,2017-02-26T00:00:00Z
195,fan_in,True,183706,3592,3668,TRANSFER,393.43,2017-02-26T00:00:00Z
482,fan_out,True,183795,52670,62887,TRANSFER,538.28,2017-02-26T00:00:00Z
51,fan_in,True,183958,80244,50076,TRANSFER,821.97,2017-02-26T00:00:00Z
128,fan_in,True,184173,29865,891,TRANSFER,797.02,2017-02-26T00:00:00Z
692,cycle,True,184218,52197,90,TRANSFER,904.63,2017-02-26T00:00:00Z
692,cycle,True,184219,90,9694,TRANSFER,676.76,2017-02-26T00:00:00Z
272,fan_in,True,184223,23461,1416,TRANSFER,104.81,2017-02-26T00:00:00Z
335,fan_out,True,184240,3850,32177,TRANSFER,165.29,2017-02-26T00:00:00Z
335,fan_out,True,184241,3850,99287,TRANSFER,165.29,2017-02-26T00:00:00Z
174,fan_in,True,184516,51703,3273,TRANSFER,791.69,2017-02-26T00:00:00Z
55,fan_in,True,184708,99180,1553,TRANSFER,754.17,2017-02-26T00:00:00Z
503,fan_out,True,184787,50565,40598,TRANSFER,896.78,2017-02-26T00:00:00Z
136,fan_in,True,184791,97206,51323,TRANSFER,107.04,2017-02-26T00:00:00Z
141,fan_in,True,184858,76498,1811,TRANSFER,981.57,2017-02-26T00:00:00Z
29,fan_in,True,184966,70649,814,TRANSFER,483.75,2017-02-26T00:00:00Z
218,fan_in,True,185142,60696,53547,TRANSFER,484.02,2017-02-26T00:00:00Z
573,fan_out,True,185154,1993,43678,TRANSFER,634.99,2017-02-26T00:00:00Z
142,fan_in,True,185523,1755,50045,TRANSFER,730.41,2017-02-26T00:00:00Z
86,fan_in,True,185856,2234,52136,TRANSFER,310.11,2017-02-27T00:00:00Z
513,fan_out,True,186200,52484,8725,TRANSFER,135.61,2017-02-27T00:00:00Z
211,fan_in,True,186454,20129,50773,TRANSFER,278.75,2017-02-27T00:00:00Z
167,fan_in,True,186712,76487,51214,TRANSFER,944.82,2017-02-27T00:00:00Z
425,fan_out,True,186899,52326,52426,TRANSFER,908.1,2017-02-27T00:00:00Z
374,fan_out,True,186988,51004,32568,TRANSFER,517.86,2017-02-27T00:00:00Z
543,fan_out,True,187132,3099,12993,TRANSFER,422.35,2017-02-27T00:00:00Z
493,fan_out,True,187205,504,34181,TRANSFER,665.97,2017-02-27T00:00:00Z
686,cycle,True,187498,44581,1924,TRANSFER,613.39,2017-02-27T00:00:00Z
540,fan_out,True,187541,53008,81326,TRANSFER,924.69,2017-02-27T00:00:00Z
571,fan_out,True,187983,2313,15623,TRANSFER,280.44,2017-02-27T00:00:00Z
781,cycle,True,188157,60207,24438,TRANSFER,877.73,2017-02-27T00:00:00Z
119,fan_in,True,188689,94337,3669,TRANSFER,548.78,2017-02-27T00:00:00Z
558,fan_out,True,188926,5224,71754,TRANSFER,444.28,2017-02-27T00:00:00Z
585,fan_out,True,189058,52545,98437,TRANSFER,580.56,2017-02-28T00:00:00Z
692,cycle,True,189102,43104,3749,TRANSFER,163.06,2017-02-28T00:00:00Z
690,cycle,True,189364,77325,134,TRANSFER,297.8,2017-02-28T00:00:00Z
331,fan_out,True,189484,53035,89554,TRANSFER,505.07,2017-02-28T00:00:00Z
407,fan_out,True,189863,2608,66714,TRANSFER,409.72,2017-02-28T00:00:00Z
686,cycle,True,190261,36041,44581,TRANSFER,761.86,2017-02-28T00:00:00Z
482,fan_out,True,190423,52670,22223,TRANSFER,891.68,2017-02-28T00:00:00Z
137,fan_in,True,190710,64462,3847,TRANSFER,582.92,2017-02-28T00:00:00Z
113,fan_in,True,191524,94392,3264,TRANSFER,898.53,2017-02-28T00:00:00Z
466,fan_out,True,192487,53493,75725,TRANSFER,710.09,2017-03-01T00:00:00Z
335,fan_out,True,192631,3850,81611,TRANSFER,622.22,2017-03-01T00:00:00Z
542,fan_out,True,192697,4317,24153,TRANSFER,485.91,2017-03-01T00:00:00Z
781,cycle,True,192764,9163,71,TRANSFER,351.22,2017-03-01T00:00:00Z
565,fan_out,True,193566,51064,98523,TRANSFER,636.39,2017-03-01T00:00:00Z
769,cycle,True,193581,46410,38370,TRANSFER,100.84,2017-03-01T00:00:00Z
398,fan_out,True,193880,52896,39834,TRANSFER,659.01,2017-03-01T00:00:00Z
340,fan_out,True,194112,3498,23329,TRANSFER,534.71,2017-03-01T00:00:00Z
375,fan_out,True,194582,619,57896,TRANSFER,465.16,2017-03-01T00:00:00Z
418,fan_out,True,194981,4335,36081,TRANSFER,487.74,2017-03-01T00:00:00Z
749,cycle,True,195119,534,71136,TRANSFER,545.31,2017-03-01T00:00:00Z
429,fan_out,True,195157,918,60346,TRANSFER,301.37,2017-03-01T00:00:00Z
584,fan_out,True,195230,2138,33482,TRANSFER,123.9,2017-03-01T00:00:00Z
302,fan_out,True,195297,53267,73654,TRANSFER,788.04,2017-03-01T00:00:00Z
96,fan_in,True,195606,86613,52693,TRANSFER,110.83,2017-03-02T00:00:00Z
52,fan_in,True,195636,44283,1978,TRANSFER,746.66,2017-03-02T00:00:00Z
769,cycle,True,195669,38370,31317,TRANSFER,669.01,2017-03-02T00:00:00Z
828,cycle,True,195917,89433,30273,TRANSFER,240.13,2017-03-02T00:00:00Z
123,fan_in,True,195988,41083,3363,TRANSFER,491.57,2017-03-02T00:00:00Z
348,fan_out,True,196045,999,41306,TRANSFER,642.2,2017-03-02T00:00:00Z
398,fan_out,True,196104,52896,31798,TRANSFER,731.75,2017-03-02T00:00:00Z
307,fan_out,True,196301,53637,60423,TRANSFER,780.06,2017-03-02T00:00:00Z
180,fan_in,True,196495,71549,50232,TRANSFER,334.05,2017-03-02T00:00:00Z
429,fan_out,True,196588,918,56466,TRANSFER,122.71,2017-03-02T00:00:00Z
43,fan_in,True,196589,99031,3242,TRANSFER,377.49,2017-03-02T00:00:00Z
692,cycle,True,196644,9694,38939,TRANSFER,696.33,2017-03-02T00:00:00Z
655,cycle,True,196653,257,90271,TRANSFER,374.99,2017-03-02T00:00:00Z
655,cycle,True,196654,7210,257,TRANSFER,917.68,2017-03-02T00:00:00Z
199,fan_in,True,196762,96279,866,TRANSFER,173.35,2017-03-02T00:00:00Z
10,fan_in,True,196828,79284,51529,TRANSFER,703.37,2017-03-02T00:00:00Z
1,fan_in,True,196854,3572,52283,TRANSFER,308.56,2017-03-02T00:00:00Z
243,fan_in,True,196864,10225,4284,TRANSFER,530.9,2017-03-02T00:00:00Z
686,cycle,True,197100,14696,36041,TRANSFER,832.01,2017-03-02T00:00:00Z
686,cycle,True,197101,78877,90427,TRANSFER,704.78,2017-03-02T00:00:00Z
686,cycle,True,197102,90427,881,TRANSFER,202.14,2017-03-02T00:00:00Z
408,fan_out,True,197323,1413,63280,TRANSFER,786.18,2017-03-02T00:00:00Z
677,cycle,True,197341,783,86218,TRANSFER,921.59,2017-03-02T00:00:00Z
677,cycle,True,197342,91675,16923,TRANSFER,285.96,2017-03-02T00:00:00Z
579,fan_out,True,197433,51081,30042,TRANSFER,722.95,2017-03-02T00:00:00Z
176,fan_in,True,197533,86032,53190,TRANSFER,627.37,2017-03-02T00:00:00Z
559,fan_out,True,197643,50090,9945,TRANSFER,884.13,2017-03-02T00:00:00Z
444,fan_out,True,197868,51672,26110,TRANSFER,332.94,2017-03-02T00:00:00Z
140,fan_in,True,197929,61387,51731,TRANSFER,299.06,2017-03-02T00:00:00Z
31,fan_in,True,198202,7399,53766,TRANSFER,176.56,2017-03-02T00:00:00Z
104,fan_in,True,198340,41822,1198,TRANSFER,262.11,2017-03-02T00:00:00Z
74,fan_in,True,198345,68531,51831,TRANSFER,564.06,2017-03-02T00:00:00Z
315,fan_out,True,198571,53344,30418,TRANSFER,465.43,2017-03-02T00:00:00Z
541,fan_out,True,198659,99,81174,TRANSFER,368.92,2017-03-02T00:00:00Z
569,fan_out,True,198663,3298,49804,TRANSFER,345.64,2017-03-02T00:00:00Z
60,fan_in,True,198671,80403,51092,TRANSFER,435.74,2017-03-02T00:00:00Z
385,fan_out,True,198802,2037,25656,TRANSFER,615.28,2017-03-02T00:00:00Z
925,cycle,True,198880,53196,91025,TRANSFER,650.54,2017-03-02T00:00:00Z
925,cycle,True,198881,66357,7753,TRANSFER,312.23,2017-03-02T00:00:00Z
139,fan_in,True,198935,86642,3750,TRANSFER,632.9,2017-03-03T00:00:00Z
692,cycle,True,199501,91077,93616,TRANSFER,728.56,2017-03-03T00:00:00Z
106,fan_in,True,199796,29136,3485,TRANSFER,608.67,2017-03-03T00:00:00Z
289,fan_in,True,200056,50445,5175,TRANSFER,136.48,2017-03-03T00:00:00Z
273,fan_in,True,200062,99274,1268,TRANSFER,433.61,2017-03-03T00:00:00Z
736,cycle,True,200368,5247,26705,TRANSFER,107.01,2017-03-03T00:00:00Z
736,cycle,True,200369,52431,5247,TRANSFER,145.64,2017-03-03T00:00:00Z
549,fan_out,True,200461,705,40106,TRANSFER,588.37,2017-03-03T00:00:00Z
151,fan_in,True,200568,14479,1071,TRANSFER,621.46,2017-03-03T00:00:00Z
489,fan_out,True,200633,659,63554,TRANSFER,634.95,2017-03-03T00:00:00Z
445,fan_out,True,200718,1373,1917,TRANSFER,183.67,2017-03-03T00:00:00Z
350,fan_out,True,200969,767,48679,TRANSFER,397.73,2017-03-03T00:00:00Z
690,cycle,True,201282,81928,70970,TRANSFER,396.41,2017-03-03T00:00:00Z
430,fan_out,True,201385,52499,79297,TRANSFER,798.08,2017-03-03T00:00:00Z
290,fan_in,True,201510,40165,2569,TRANSFER,902.3,2017-03-03T00:00:00Z
363,fan_out,True,201740,50672,76032,TRANSFER,656.19,2017-03-03T00:00:00Z
148,fan_in,True,201755,69385,53056,TRANSFER,426.82,2017-03-03T00:00:00Z
514,fan_out,True,202610,51616,10694,TRANSFER,160.84,2017-03-04T00:00:00Z
3,fan_in,True,202656,27289,2904,TRANSFER,559.9,2017-03-04T00:00:00Z
925,cycle,True,202809,46133,53196,TRANSFER,665.23,2017-03-04T00:00:00Z
186,fan_in,True,202833,3799,3925,TRANSFER,154.62,2017-03-04T00:00:00Z
558,fan_out,True,202905,5224,23681,TRANSFER,691.14,2017-03-04T00:00:00Z
145,fan_in,True,203200,84631,2096,TRANSFER,347.92,2017-03-04T00:00:00Z
14,fan_in,True,203381,7355,54337,TRANSFER,577.65,2017-03-04T00:00:00Z
280,fan_in,True,203841,29663,51443,TRANSFER,921.89,2017-03-04T00:00:00Z
223,fan_in,True,204057,63156,1944,TRANSFER,103.64,2017-03-04T00:00:00Z
769,cycle,True,204078,31317,51171,TRANSFER,253.38,2017-03-04T00:00:00Z
23,fan_in,True,204226,22785,51337,TRANSFER,325.2,2017-03-04T00:00:00Z
417,fan_out,True,204716,50128,5448,TRANSFER,467.26,2017-03-04T00:00:00Z
138,fan_in,True,205106,23799,51476,TRANSFER,254.54,2017-03-04T00:00:00Z
48,fan_in,True,205121,70727,3069,TRANSFER,114.97,2017-03-04T00:00:00Z
99,fan_in,True,205351,77578,53145,TRANSFER,916.2,2017-03-04T00:00:00Z
690,cycle,True,205377,23969,81928,TRANSFER,481.72,2017-03-04T00:00:00Z
7,fan_in,True,205504,34434,3361,TRANSFER,767.55,2017-03-05T00:00:00Z
304,fan_out,True,205549,52325,93432,TRANSFER,366.08,2017-03-05T00:00:00Z
925,cycle,True,205616,24032,66357,TRANSFER,694.94,2017-03-05T00:00:00Z
445,fan_out,True,205702,1373,29021,TRANSFER,200.77,2017-03-05T00:00:00Z
271,fan_in,True,205888,86953,3946,TRANSFER,259.14,2017-03-05T00:00:00Z
71,fan_in,True,206175,90543,3395,TRANSFER,799.74,2017-03-05T00:00:00Z
496,fan_out,True,206294,3619,57189,TRANSFER,377.66,2017-03-05T00:00:00Z
267,fan_in,True,206418,52296,53695,TRANSFER,361.96,2017-03-05T00:00:00Z
562,fan_out,True,206742,50063,45916,TRANSFER,143.77,2017-03-05T00:00:00Z
878,cycle,True,206747,54327,20606,TRANSFER,993.12,2017-03-05T00:00:00Z
878,cycle,True,206748,27691,82773,TRANSFER,667.88,2017-03-05T00:00:00Z
769,cycle,True,207167,51171,13869,TRANSFER,993.51,2017-03-05T00:00:00Z
268,fan_in,True,207185,48633,2653,TRANSFER,577.86,2017-03-05T00:00:00Z
736,cycle,True,207432,15358,52431,TRANSFER,351.45,2017-03-05T00:00:00Z
2,fan_in,True,207560,4697,50987,TRANSFER,222.78,2017-03-05T00:00:00Z
440,fan_out,True,207658,52353,44437,TRANSFER,146.33,2017-03-05T00:00:00Z
828,cycle,True,207828,15787,89433,TRANSFER,648.82,2017-03-05T00:00:00Z
231,fan_in,True,207841,2610,50722,TRANSFER,417.83,2017-03-05T00:00:00Z
154,fan_in,True,208015,28593,3437,TRANSFER,986.92,2017-03-05T00:00:00Z
397,fan_out,True,208715,930,17457,TRANSFER,149.01,2017-03-06T00:00:00Z
390,fan_out,True,208812,963,55230,TRANSFER,509.5,2017-03-06T00:00:00Z
549,fan_out,True,208871,705,26863,TRANSFER,405.92,2017-03-06T00:00:00Z
591,fan_out,True,209130,2128,79803,TRANSFER,364.54,2017-03-06T00:00:00Z
599,fan_out,True,209193,1080,89047,TRANSFER,541.82,2017-03-06T00:00:00Z
261,fan_in,True,209328,33707,778,TRANSFER,964.71,2017-03-06T00:00:00Z
33,fan_in,True,209628,52129,53216,TRANSFER,552.87,2017-03-06T00:00:00Z
495,fan_out,True,209808,51430,83597,TRANSFER,141.43,2017-03-06T00:00:00Z
375,fan_out,True,209861,619,93949,TRANSFER,103.76,2017-03-06T00:00:00Z
187,fan_in,True,210016,77523,396,TRANSFER,743.67,2017-03-06T00:00:00Z
769,cycle,True,210199,15106,46410,TRANSFER,213.24,2017-03-06T00:00:00Z
218,fan_in,True,210389,90696,53547,TRANSFER,874.56,2017-03-06T00:00:00Z
383,fan_out,True,210509,2163,62509,TRANSFER,620.08,2017-03-06T00:00:00Z
85,fan_in,True,210864,15104,2887,TRANSFER,870.19,2017-03-06T00:00:00Z
417,fan_out,True,211288,50128,53650,TRANSFER,143.47,2017-03-06T00:00:00Z
411,fan_out,True,211332,51341,55221,TRANSFER,679.4,2017-03-06T00:00:00Z
429,fan_out,True,211609,918,26486,TRANSFER,670.33,2017-03-06T00:00:00Z
45,fan_in,True,211660,6619,2062,TRANSFER,860.23,2017-03-06T00:00:00Z
287,fan_in,True,211688,14451,1812,TRANSFER,662.47,2017-03-06T00:00:00Z
64,fan_in,True,211719,8766,2135,TRANSFER,121.89,2017-03-06T00:00:00Z
130,fan_in,True,212206,89973,51506,TRANSFER,693.24,2017-03-07T00:00:00Z
736,cycle,True,212250,6550,25985,TRANSFER,556.08,2017-03-07T00:00:00Z
62,fan_in,True,212290,28143,53160,TRANSFER,595.32,2017-03-07T00:00:00Z
586,fan_out,True,212334,1372,86918,TRANSFER,244.37,2017-03-07T00:00:00Z
455,fan_out,True,212336,50772,59052,TRANSFER,725.47,2017-03-07T00:00:00Z
519,fan_out,True,212385,1422,11719,TRANSFER,633.82,2017-03-07T00:00:00Z
76,fan_in,True,212749,85114,2434,TRANSFER,179.72,2017-03-07T00:00:00Z
88,fan_in,True,212750,37283,3283,TRANSFER,309.28,2017-03-07T00:00:00Z
828,cycle,True,212968,49538,15787,TRANSFER,822.99,2017-03-07T00:00:00Z
491,fan_out,True,213003,53087,96558,TRANSFER,391.65,2017-03-07T00:00:00Z
902,cycle,True,213407,27906,50911,TRANSFER,249.92,2017-03-07T00:00:00Z
902,cycle,True,213408,14780,51262,TRANSFER,895.07,2017-03-07T00:00:00Z
252,fan_in,True,213722,28213,55248,TRANSFER,795.22,2017-03-07T00:00:00Z
587,fan_out,True,213740,50704,32081,TRANSFER,528.94,2017-03-07T00:00:00Z
50,fan_in,True,213829,99629,2231,TRANSFER,440.7,2017-03-07T00:00:00Z
467,fan_out,True,214026,3331,76444,TRANSFER,939.09,2017-03-07T00:00:00Z
365,fan_out,True,214113,52485,39751,TRANSFER,610.42,2017-03-07T00:00:00Z
479,fan_out,True,214398,51138,3435,TRANSFER,929.95,2017-03-07T00:00:00Z
495,fan_out,True,214623,51430,90843,TRANSFER,951.04,2017-03-07T00:00:00Z
494,fan_out,True,214689,1832,68312,TRANSFER,486.31,2017-03-07T00:00:00Z
452,fan_out,True,214807,50675,61024,TRANSFER,195.87,2017-03-07T00:00:00Z
967,cycle,True,214846,50288,41733,TRANSFER,266.55,2017-03-07T00:00:00Z
925,cycle,True,214941,43111,46133,TRANSFER,881.1,2017-03-07T00:00:00Z
485,fan_out,True,214961,1892,29384,TRANSFER,634.92,2017-03-07T00:00:00Z
341,fan_out,True,214998,2192,70676,TRANSFER,680.78,2017-03-07T00:00:00Z
440,fan_out,True,215025,52353,9794,TRANSFER,843.34,2017-03-07T00:00:00Z
68,fan_in,True,215295,53180,1163,TRANSFER,379.5,2017-03-08T00:00:00Z
925,cycle,True,215474,24789,24032,TRANSFER,931.64,2017-03-08T00:00:00Z
481,fan_out,True,215721,53841,68127,TRANSFER,740.73,2017-03-08T00:00:00Z
677,cycle,True,215759,38964,19025,TRANSFER,981.12,2017-03-08T00:00:00Z
355,fan_out,True,215852,51625,43290,TRANSFER,302.63,2017-03-08T00:00:00Z
80,fan_in,True,215862,29420,1933,TRANSFER,881.98,2017-03-08T00:00:00Z
265,fan_in,True,215985,1257,508,TRANSFER,460.42,2017-03-08T00:00:00Z
533,fan_out,True,216112,52615,54534,TRANSFER,780.97,2017-03-08T00:00:00Z
429,fan_out,True,216130,918,34631,TRANSFER,165.35,2017-03-08T00:00:00Z
114,fan_in,True,216441,3188,53201,TRANSFER,216.49,2017-03-08T00:00:00Z
65,fan_in,True,216467,34986,2668,TRANSFER,578.37,2017-03-08T00:00:00Z
108,fan_in,True,216545,39359,51030,TRANSFER,251.99,2017-03-08T00:00:00Z
58,fan_in,True,216571,97011,3275,TRANSFER,509.95,2017-03-08T00:00:00Z
251,fan_in,True,217304,92129,51318,TRANSFER,956.19,2017-03-08T00:00:00Z
116,fan_in,True,217346,97851,1519,TRANSFER,107.55,2017-03-08T00:00:00Z
530,fan_out,True,217348,52382,23216,TRANSFER,436.2,2017-03-08T00:00:00Z
122,fan_in,True,217394,65588,51049,TRANSFER,931.39,2017-03-08T00:00:00Z
95,fan_in,True,217557,99797,53635,TRANSFER,985.53,2017-03-08T00:00:00Z
501,fan_out,True,217773,3973,69545,TRANSFER,545.13,2017-03-08T00:00:00Z
189,fan_in,True,217845,2058,51014,TRANSFER,506.37,2017-03-08T00:00:00Z
53,fan_in,True,217908,43667,52539,TRANSFER,164.14,2017-03-08T00:00:00Z
967,cycle,True,218167,71606,14320,TRANSFER,917.02,2017-03-08T00:00:00Z
304,fan_out,True,218306,52325,97419,TRANSFER,336.51,2017-03-08T00:00:00Z
538,fan_out,True,218324,789,66887,TRANSFER,593.99,2017-03-08T00:00:00Z
73,fan_in,True,218412,65,1367,TRANSFER,728.25,2017-03-09T00:00:00Z
392,fan_out,True,218444,53870,85562,TRANSFER,760.68,2017-03-09T00:00:00Z
655,cycle,True,218527,85655,57372,TRANSFER,129.95,2017-03-09T00:00:00Z
655,cycle,True,218528,3150,7210,TRANSFER,817.75,2017-03-09T00:00:00Z
428,fan_out,True,218903,53399,23758,TRANSFER,775.37,2017-03-09T00:00:00Z
78,fan_in,True,219327,59584,1227,TRANSFER,866.16,2017-03-09T00:00:00Z
364,fan_out,True,219340,1004,92132,TRANSFER,179.09,2017-03-09T00:00:00Z
209,fan_in,True,219417,22172,50047,TRANSFER,991.83,2017-03-09T00:00:00Z
236,fan_in,True,219484,51859,53467,TRANSFER,348.2,2017-03-09T00:00:00Z
486,fan_out,True,219589,51292,16065,TRANSFER,743.41,2017-03-09T00:00:00Z
533,fan_out,True,219612,52615,97989,TRANSFER,867.04,2017-03-09T00:00:00Z
550,fan_out,True,220015,52068,29381,TRANSFER,618.18,2017-03-09T00:00:00Z
599,fan_out,True,220172,1080,24692,TRANSFER,530.29,2017-03-09T00:00:00Z
70,fan_in,True,220233,84678,51325,TRANSFER,324.98,2017-03-09T00:00:00Z
585,fan_out,True,220255,52545,39201,TRANSFER,977.46,2017-03-09T00:00:00Z
677,cycle,True,220397,93306,67018,TRANSFER,781.73,2017-03-09T00:00:00Z
588,fan_out,True,220403,707,78695,TRANSFER,538.25,2017-03-09T00:00:00Z
559,fan_out,True,220463,50090,76936,TRANSFER,592.65,2017-03-09T00:00:00Z
194,fan_in,True,220666,19944,3675,TRANSFER,285.33,2017-03-09T00:00:00Z
170,fan_in,True,221164,63181,50929,TRANSFER,238.35,2017-03-09T00:00:00Z
875,cycle,True,221555,119,98113,TRANSFER,318.55,2017-03-09T00:00:00Z
967,cycle,True,221630,1725,65276,TRANSFER,483.4,2017-03-09T00:00:00Z
736,cycle,True,221756,25985,15358,TRANSFER,538.05,2017-03-10T00:00:00Z
875,cycle,True,222068,13658,26183,TRANSFER,807.74,2017-03-10T00:00:00Z
514,fan_out,True,222433,51616,20758,TRANSFER,209.56,2017-03-10T00:00:00Z
539,fan_out,True,222464,2745,22719,TRANSFER,581.77,2017-03-10T00:00:00Z
36,fan_in,True,222644,7087,1019,TRANSFER,192.41,2017-03-10T00:00:00Z
440,fan_out,True,222707,52353,36980,TRANSFER,132.79,2017-03-10T00:00:00Z
332,fan_out,True,222713,503,59278,TRANSFER,168.34,2017-03-10T00:00:00Z
311,fan_out,True,222737,52313,868,TRANSFER,306.17,2017-03-10T00:00:00Z
482,fan_out,True,222747,52670,19297,TRANSFER,119.93,2017-03-10T00:00:00Z
5,fan_in,True,222750,71077,3537,TRANSFER,830.41,2017-03-10T00:00:00Z
409,fan_out,True,222842,1456,64974,TRANSFER,287.64,2017-03-10T00:00:00Z
115,fan_in,True,223026,91458,475,TRANSFER,782.95,2017-03-10T00:00:00Z
234,fan_in,True,223583,64898,51039,TRANSFER,693.69,2017-03-10T00:00:00Z
331,fan_out,True,223663,53035,1742,TRANSFER,279.22,2017-03-10T00:00:00Z
879,cycle,True,223745,3433,65659,TRANSFER,568.99,2017-03-10T00:00:00Z
