birthPlaceCountry,countryOfIncorporation,countryOfResidency,deathTime,firstName,isActive,lastName,legalName,listedCompany,maritalStatus,middleName,name,nameAlias,nationality,occupation,organizationSymbol,partyId,partyType,sourceOfIncome,title,website,gender,homePhone,alternatePhone,cellPhone,primaryPhone,workPhone,alternateEmail,companyEmail,personalEmail,workEmail,isIndividual 
US,US,US,,,,,,,,,,,US,,,29769,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29771,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29772,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29773,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29775,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29776,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29777,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29778,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29779,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29780,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29781,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29782,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29785,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29787,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29788,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29790,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29791,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29795,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29798,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29799,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29800,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29801,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29802,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29803,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29805,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29806,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29808,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29810,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29816,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29817,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29819,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29823,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29824,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29825,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29828,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29829,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29834,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29835,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29836,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29840,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29841,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29842,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29843,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29845,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29849,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29851,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29852,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29854,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29855,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29859,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29860,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29864,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29866,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29867,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29871,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29872,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29873,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29876,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29879,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29883,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29884,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29885,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29886,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29889,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29891,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29893,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29894,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29896,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29897,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29902,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29903,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29906,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29907,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29908,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29909,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29911,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29912,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29915,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29920,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29921,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29925,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29928,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29929,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29930,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29931,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29935,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29936,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29938,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29939,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29941,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29944,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29945,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29946,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29948,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29950,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29954,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29956,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29958,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29963,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29968,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29969,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29970,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29972,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29973,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29975,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29976,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29977,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29978,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29982,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29985,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29986,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29990,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29991,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29994,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29995,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29996,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29997,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,29998,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30002,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30006,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30013,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30014,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30016,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30018,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30021,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30022,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30023,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30024,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30026,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30030,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30031,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30032,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30035,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30036,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30037,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30040,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30043,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30044,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30047,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30048,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30051,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30052,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30054,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30059,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30066,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30069,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30070,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30071,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30074,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30077,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30079,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30081,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30082,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30083,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30088,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30091,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30095,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30096,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30097,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30099,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30100,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30101,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30104,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30105,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30106,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30107,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30109,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30110,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30114,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30118,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30122,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30128,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30129,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30130,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30132,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30134,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30136,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30138,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30140,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30143,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30144,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30147,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30151,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30152,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30153,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30154,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30155,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30156,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30158,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30159,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30161,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30162,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30166,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30167,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30168,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30170,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30171,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30174,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30175,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30176,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30181,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30184,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30186,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30190,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30191,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30192,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30194,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30197,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30198,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30201,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30202,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30204,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30205,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30206,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30208,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30212,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30213,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30214,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30215,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30216,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30220,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30222,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30225,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30227,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30232,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30234,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30238,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30241,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30242,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30244,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30246,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30247,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30248,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30249,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30250,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30251,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30252,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30254,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30256,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30257,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30259,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30261,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30264,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30265,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30266,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30268,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30271,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30272,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30274,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30275,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30277,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30278,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30279,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30280,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30282,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30284,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30286,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30287,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30291,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30293,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30296,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30300,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30301,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30302,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30305,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30306,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30307,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30312,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30313,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30317,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30318,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30319,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30320,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30321,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30322,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30325,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30327,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30329,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30331,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30332,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30333,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30334,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30336,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30337,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30340,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30341,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30344,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30346,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30348,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30349,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30354,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30355,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30358,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30359,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30362,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30364,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30367,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30368,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30369,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30370,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30372,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30374,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30375,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30381,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30384,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30385,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30387,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30397,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30399,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30401,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30403,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30404,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30408,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30410,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30411,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30412,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30413,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30414,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30417,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30418,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30419,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30424,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30425,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30427,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30428,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30430,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30432,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30433,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,30436,Organization,,,,,,,,,,,,,,False
